region_id,province_name,region_name,admin_type,area_km2,total_population,population_density,average_age,urbanization_ratio,coastal_dummy,island_ratio,forest_ratio,farmland_ratio,terrain_relief,annual_mean_temperature,annual_temperature_range,annual_precipitation,business_density,manufacturing_worker_ratio,construction_logistics_worker_ratio,knowledge_public_service_worker_ratio
11110,서울특별시,종로구,자치구,23.99606187805176,151291.0,6304.8262156041465,43.0,0.44882489696573574,0,0.0,0.4268441148380875,0.0032855951367015,332.63242740631114,12.525,28.124,1319.875,1897.4780208266718,0.049100656989675875,0.09455422843355318,0.6129117971003313
11140,서울특별시,중구,자치구,9.984204838989259,128744.0,12894.767492874604,43.5,0.7580376997519795,0,0.0,0.1133911749285741,0.0005303917970094,74.94437103271486,12.219,28.307,1220.202,6614.848259331777,0.06475308845692661,0.060542556351275534,0.6088247912610145
11170,서울특별시,용산구,자치구,21.846959218017577,225876.0,10339.013212132333,42.5,0.5749703107259169,0,0.0,0.2122674069782109,0.0006674337308482,73.52727518081666,12.63,28.455,1189.975,1224.0605080612497,0.020593919188044905,0.0660746160768289,0.5804579049080207
11200,서울특별시,성동구,자치구,16.79293016101074,291918.0,17383.386770568806,42.0,0.5625247207859188,0,0.0,0.0358629365148935,0.0010672549812387,43.28468313217164,13.687,27.632,1275.166,2174.96289508785,0.12781365465369982,0.07752146216847391,0.5113478132160909
11215,서울특별시,광진구,자치구,17.048686591796876,353967.0,20762.12722276884,41.5,0.598848476979595,0,0.0,0.1337636360253606,0.0012762738120884,94.4548290252686,13.541,27.862,1301.671,1795.0356372158838,0.05308415501031873,0.1357200183444164,0.5337938546204999
11230,서울특별시,동대문구,자치구,14.321955383911133,351057.0,24511.80656479123,42.4,0.8034982948576546,0,0.0,0.0676492609338466,0.0008516923254745,25.690074920654315,13.694,27.914,1352.941,2765.125217781905,0.08882224473001203,0.0876432233968475,0.5003165157941382
11260,서울특별시,중랑구,자치구,18.523051415283202,385663.0,20820.705582115534,44.0,0.56206850192133,0,0.0,0.1904134697058023,0.0170586185424132,115.18347616195685,13.286,28.304,1350.525,1935.912134348073,0.12673538947543436,0.16452947044642116,0.4242040069831241
11290,서울특별시,성북구,자치구,24.536202958129884,438833.0,17885.12267969303,42.0,0.5849243289391944,0,0.0,0.3091258849097285,0.0035466065044116,219.89617977142336,12.976,28.165,1387.191,1309.0044965314385,0.0683208733607987,0.08017120285086686,0.5933743742516946
11305,서울특별시,강북구,자치구,23.555784716796875,299535.0,12715.984782557942,45.3,0.3709293978123999,0,0.0,0.5338914117086144,0.0035992030696943,332.89987487792973,13.165,28.244,1405.308,962.0991307430205,0.07821366081794842,0.11350219940150115,0.5113240560561215
11320,서울특별시,도봉구,자치구,20.667266638305666,315979.0,15288.862602389323,44.8,0.4207003297613045,0,0.0,0.4277743473638609,0.0122631996893585,286.8835380554199,12.433,28.398,1470.902,980.1005790701222,0.04249516759818392,0.11223159566657177,0.5418283710685227
11350,서울특별시,노원구,자치구,35.560117185791015,511982.0,14397.64659168716,42.5,0.3781641081141692,0,0.0,0.4204422911299095,0.0084802419560327,202.26037216186523,12.39,28.508,1406.574,910.1769780706092,0.026321064139941692,0.10325255102040816,0.6090834548104956
11380,서울특별시,은평구,자치구,29.65898096142578,463102.0,15614.224932485258,43.5,0.4389530448444022,0,0.0,0.3887192201490675,0.0132735432174687,214.5505657196045,12.127,28.647,1193.959,1063.2529836751355,0.03187322942178982,0.11671425830408234,0.5486168327671245
11410,서울특별시,서대문구,자치구,17.685300526489257,317209.0,17936.30815178292,41.9,0.6220980193987139,0,0.0,0.2756683319081805,0.0024668106396229,123.01275253295898,12.825,28.036,1262.188,1420.5582745043243,0.019051536462774764,0.09825737130932913,0.650852252776468
11440,서울특별시,마포구,자치구,23.873169818969725,365618.0,15315.016932082406,40.9,0.5137721589972474,0,0.0,0.030734043848456,0.002627269017118,44.77513086795807,13.432,28.104,1268.338,2228.401188589872,0.018544228067322886,0.10845955332090937,0.6302410999795713
11470,서울특별시,양천구,자치구,17.40128141821289,439068.0,25231.934904544072,41.7,0.7169759341367697,0,0.0,0.1184447906651183,0.0065800380106338,34.004595565795896,13.7,28.488,1209.022,1865.0925308311648,0.034197792638503775,0.132994436289168,0.5557820910128853
11500,서울특별시,강서구,자치구,41.561972274902345,564854.0,13590.644742840881,42.1,0.39752420531729493,0,0.0,0.0783188968201933,0.0740410919286002,24.03163480758667,12.943,28.221,1226.799,1282.061391301604,0.028793395760753706,0.2253896944680912,0.5174763393400053
11530,서울특별시,구로구,자치구,20.103321685791016,435442.0,21660.2015729455,43.5,0.6010101877114041,0,0.0,0.1649067722134102,0.0160907135156556,45.22932834625245,13.573,28.083,1258.294,2328.6698950396853,0.07843890865954922,0.08701304863582443,0.5772431791221827
11545,서울특별시,금천구,자치구,13.01120403930664,249419.0,19169.555657301902,44.1,0.6501530192320918,0,0.0,0.2045935752650886,0.0016885615837143,121.73368682861334,13.48,27.62,1277.694,3481.922185151915,0.15655585346997186,0.08500156267991381,0.548965341404438
11560,서울특별시,영등포구,자치구,24.552008540649414,403619.0,16439.347490929315,43.0,0.5393081192553938,0,0.0,0.0129266308943818,0.0005267840508531,14.76187143325806,13.742,28.324,1230.791,2829.055711877932,0.02785567212471811,0.10083831748210609,0.6844494558290029
11590,서울특별시,동작구,자치구,16.37660783862305,392772.0,23983.72140741354,42.2,0.6576017021425778,0,0.0,0.1642839198100555,0.0015573755085699,71.21284904479982,13.548,28.054,1254.671,1555.4503259169317,0.018761080964916993,0.07236877451243755,0.645409122656208
11620,서울특별시,관악구,자치구,29.605789611938476,502641.0,16977.79409326448,41.8,0.3790005548602329,0,0.0,0.4377748707305606,0.0034601794093034,284.62257556915284,13.324,27.559,1288.405,1133.1229614113126,0.03597608119085135,0.1090243592127541,0.5831237338396343
11650,서울특별시,서초구,자치구,46.891475254272464,401749.0,8567.634049077931,40.8,0.36820234288591436,0,0.0,0.3918327769024428,0.0448212988783739,158.9459333419801,13.482,28.306,1306.749,1478.7549255806805,0.013189991445867216,0.13575255584798585,0.6221764251600892
11680,서울특별시,강남구,자치구,39.40430007116699,508135.0,12895.420019700177,41.0,0.5900643690664951,0,0.0,0.163531056034679,0.0204360474210705,49.68860330581669,13.674,27.958,1294.326,2494.803862077294,0.026059083627412886,0.08004356662761657,0.6098663388576472
11710,서울특별시,송파구,자치구,33.79935041320801,643288.0,19032.555127113264,41.3,0.6395084558061023,0,0.0,0.0300326306689255,0.0152078008899993,29.599316596984863,13.61,27.97,1312.089,2041.991906833492,0.023889753587608243,0.19418280622369133,0.4788567791488155
11740,서울특별시,강동구,자치구,24.53942097692871,444434.0,18111.02227790316,42.2,0.5120029018538199,0,0.0,0.1064999413452932,0.0360003050679193,28.2032829284668,13.059,28.378,1326.301,1554.0708982438673,0.02654238792720817,0.17666700809177507,0.5184881696199939
12110,전라남도,목포시,시,53.62960836022949,224509.0,4186.288262483207,42.4,0.29765070747445027,1,0.0,0.2088095289925182,0.0977816654432997,50.914140081405634,13.996,24.499,1169.654,480.03333955149986,0.06502502557863009,0.13737798302132012,0.502198379559218
12130,전라남도,여수시,시,528.687313046997,271505.0,513.5455179267086,44.1,0.032951101549227826,1,0.0,0.5082960552915046,0.1423570390027448,191.9171237945557,14.598,23.203,1450.602,60.25111481570275,0.2017157666307589,0.2466785318408193,0.3327556866969541
12150,전라남도,순천시,시,910.944181470581,272449.0,299.0841870905553,42.0,0.015911092726451633,1,0.0,0.5920316649328915,0.1525383751067594,400.8865928649902,14.275,23.606,1576.688,34.525715888790394,0.0908821242993331,0.17290618223476945,0.4522319054048525
12170,전라남도,나주시,시,605.4863056986084,113293.0,187.11075532795553,44.5,0.015010902301932754,0,0.0,0.3032369491412658,0.3625516684422341,155.06909656524672,13.68,25.967,1324.235,26.588545188359,0.13217423194252279,0.16167964126756573,0.41790995015752885
12190,전라남도,광양시,시,466.8695992229004,143928.0,308.28308426928345,41.3,0.06364098242733171,1,0.0,0.5421765592294296,0.1110012775385655,562.5315260410309,14.264,23.871,1621.736,38.82668743086336,0.28325412937159733,0.22448555873396697,0.30550429085540276
12210,광주광역시,동구,자치구,48.70529337231445,106005.0,2176.4574784443535,44.3,0.15888033033384188,0,0.0,0.6718375174237666,0.0360195822741212,381.5789306640624,14.073,25.535,1380.323,356.9427221617385,0.028354080221300138,0.09700435178625645,0.6258981884424654
12240,광주광역시,서구,자치구,47.611177400512695,294854.0,6192.957538513318,41.5,0.360468741313152,0,0.0,0.1228679316585241,0.1732305238839102,51.11776828765878,14.069,25.539,1379.395,809.2007403199638,0.07059375765326947,0.1875969414133718,0.4804212359519987
12270,광주광역시,남구,자치구,60.540664078857425,214860.0,3549.019543626635,42.6,0.1759832844932525,0,0.0,0.2292819983790179,0.2993783991734836,119.4347841262818,14.068,25.542,1380.103,295.28912957932306,0.024924458962841976,0.15563903634136383,0.5642466312780727
